Sample_ID,Product,Category,Production_Site,Collection_Date,Bacteriological_Result,Chemical_Result,Unit_of_Measure,Compliance_Status,Operator,Storage_Temperature,pH_Level,Batch_Number
SMPL-02275,Iron Supplement,Condiment,Paris,01-10-2023,786.56,67.9743,ppm,COMPLIANT,johnson r.,6,6.21,BATCH-3350
SMPL-02276,Amoxicillin ,beverage,PARIS,2024-10-21,335.27,40.4086,,,johnson r.,7 degrees,6.63,BATCH-5983
SMPL-02277,Vitamin D3 Supplement,CONDIMENT,Marseille,31/12/2020,31.89,57.702,mg/L,NON-COMPLIANT,,2 C,5.52,BATCH-4991
SMPL-02278,Heavy Cream,PHARMACEUTICAL,bordeaux,05-08-2020,884.44,80.1897,CFU/mL,Non-Compliant,,,7.57,BATCH-5822
SMPL-02279, Iron Supplement,Pharmaceutical,Lyon,2022-10-10,495.73,76.6976,µg/L,UNDER REVIEW,,7 degrees,5.61,BATCH-3355
SMPL-02280,Mustard,Dietary Supplement,PARIS,05-09-2022,92.06,17.1783,ug/L,Compliant,,8 degrees,5.68,BATCH-4509
SMPL-02281,Tomato Paste ,Beverage,Lille,30/12/2020,575.22,19.505,ppm,Under Review,Brown C.,7,-1,BATCH-8185
SMPL-02282,Butter,DIETARY SUPPLEMENT,Nantes,25-06-2022,990.42,19.6034,mg/l,,,8°,5.62,BATCH-6038
SMPL-02283,Tomato Paste,Condiment,MONTREAL,02-09-2024,601.05,69.6985,,Non-Compliant,nguyen t.,3,6.26,BATCH-9211
SMPL-02284,,DIETARY SUPPLEMENT,LILLE,01-23-2022,327.68,89.7025,g/L,NON-COMPLIANT,,3°C,8.06,BATCH-3112
SMPL-02285,PENICILLIN G,DAIRY PRODUCT,Paris,01.12.2020,393.23,69.2245,mg / L,,,3°C,4.93,BATCH-7945
SMPL-02286,CALCIUM TABLET,Beverage,Toulouse,16-02-2021,152.22,50.2365,mg/L,compliant,SMITH K.,,6.14,BATCH-5470
SMPL-02287,vitamin d3 supplement,Condiment,brussels,2023-05-20,658.04,78.8939,ppm,,nguyen t.,6,7.59,BATCH-4444
SMPL-02288, Probiotic L-12,condiment,NANTES,08.09.2020,210.39,43.374,CFU/ML,non-compliant,NGUYEN T.,2,7.54,BATCH-4860
SMPL-02289,Sour  Cream,PROCESSED FOOD,Bordeaux,02-04-2023,522.77,51.6462,ppm,compliant,NGUYEN T.,3 degrees,8.04,BATCH-6748
SMPL-02290,Cream  Cheese,,Toulouse,30/12/2022,898.26,44.0423,CFU / mL,Under Review,,2 degrees,8.48,BATCH-1743
SMPL-02291,Cheddar Cheese ,condiment,Marseille,2022-01-10,692.15,66.8666,µg/l,Under Review,,3 C,4.9,BATCH-8737
SMPL-02292, Semi-Skimmed Milk,CONDIMENT,Brussels,11-06-2023,823.83,8.1154,µg/L,under review,,3°,5.84,BATCH-6705
SMPL-02293,BCG  Vaccine,PROCESSED FOOD,Lyon,2022-08-10,552.76,29.9132,µg / L,Compliant,,,8.16,BATCH-5386
SMPL-02294,Brie,DAIRY PRODUCT,paris,16/06/2023,310.46,74.7665,ppm,PENDING,NGUYEN T.,8°,4.67,BATCH-5811
SMPL-02295,,Beverage,BRUSSELS,26.07.2023,456.52,14.1472,,COMPLIANT,nguyen t.,2°C,N/A,BATCH-6952
SMPL-02296,,Beverage,TOULOUSE,2023-02-27,856.39,89.7129,µg/l,,Martin J.,5 degrees,7.95,BATCH-1614
SMPL-02297,Whole Milk,Beverage,nantes,12-20-2022,927.94,58.5463,G/L,PENDING,,4 C,4.56,BATCH-5975
SMPL-02298,,Dietary Supplement,MARSEILLE,29-06-2024,574.59,90.9946,ppm,Non-Compliant,Nguyen T.,4,6.42,BATCH-1681
SMPL-02299,Calcium  Tablet,BEVERAGE,Paris,15.09.2024,822.22,90.346,mg/l,UNDER REVIEW,Martin J.,2,7.64,BATCH-7156
SMPL-02300, Mayonnaise,Pharmaceutical,strasbourg,28-09-2020,440.81,51.9492,ppm,under review,davis m.,,4.44,BATCH-6908
SMPL-02301,WHOLE MILK,Beverage,Montreal,03/03/2024,570.96,40.8453,PPM,UNDER REVIEW,Smith K.,6°,-1,BATCH-9906
SMPL-02302,COTTAGE CHEESE,Beverage,Brussels,20/10/2022,687.33,51.0397,CFU/mL,,williams p.,3°C,7.79,BATCH-1774
SMPL-02303, Plain Yogurt,PROCESSED FOOD,STRASBOURG,12/03/2022,360.71,13.8615,G/L,Compliant,WILLIAMS P.,8,5.66,TBD
SMPL-02304, Mayonnaise,DIETARY SUPPLEMENT,lille,06.11.2021,537.83,82.6097,g / L,,,4 C,5.81,BATCH-1682
SMPL-02305,Cream Cheese,Processed Food,LYON,12/09/2020,138.09,78.1748,µg/l,pending,Leroy B.,2°C,7.57,BATCH-3142
SMPL-02306,calcium tablet,Pharmaceutical,Lille,19-07-2023,109.07,85.6281,ppm,Non-Compliant,SMITH K.,3 C,5.95,BATCH-1214
SMPL-02307,ketchup,processed food,montreal,2021-06-25,803.12,40.3471,ppm,,MARTIN J.,6°C,3.66,BATCH-6729
SMPL-02308, Heavy Cream,DAIRY PRODUCT,,06/11/2024,912.87,26.9632,ug/L,,,5 degrees,8.33,BATCH-5484
SMPL-02309,Semi-Skimmed Milk,Dietary Supplement,NANTES,31/03/2024,955.17,40.6402,PPM,Pending,Brown C.,2°C,7.84,BATCH-6954
SMPL-02310,BCG Vaccine ,BEVERAGE,strasbourg,09-28-2023,234.94,68.5012,CFU/mL,UNDER REVIEW,MILLER S.,6 degrees,3.73,BATCH-5514
SMPL-02311,cream cheese,Condiment,Toulouse,12.01.2021,429.04,84.6285,mg / L,Under Review,,3 degrees,6.08,BATCH-6491
SMPL-02312,Cottage Cheese,pharmaceutical,PARIS,08/01/2022,629.95,97.8453,mg/L,Under Review,,6°,5.87,BATCH-8475
SMPL-02313,Heavy Cream ,pharmaceutical,MARSEILLE,25/12/2024,482.59,61.0189,CFU / mL,non-compliant,JOHNSON R.,7 degrees,8.45,BATCH-5478
SMPL-02314,Iron  Supplement,Dietary Supplement,Strasbourg,16.12.2022,307.44,86.5269,cfu/ml,Under Review,BROWN C.,5°,5.7,BATCH-1910
SMPL-02315,Sour  Cream,DIETARY SUPPLEMENT,bordeaux,11/09/2020,506.04,26.0775,,,DUPONT A.,3 degrees,8.29,BATCH-9964
SMPL-02316,Amoxicillin,Dairy Product,LYON,29.09.2023,251.92,30.4356,g/L,pending,Martin J.,8°,5.41,BATCH-8133
SMPL-02317,CALCIUM TABLET,DAIRY PRODUCT,Lille,19.01.2021,425.46,27.0202,mg/l,Pending,Brown C.,2 degrees,3.53,BATCH-7133
SMPL-02318,MOZZARELLA,DAIRY PRODUCT,brussels,07-21-2020,582.42,35.9206,g / L,under review,Williams P.,8,4.37,BATCH-2276
SMPL-02319,PROBIOTIC B-24,,TOULOUSE,28-09-2021,139.92,16.9987,mg / L,Compliant,MARTIN J.,7,4.88,
SMPL-02320,PLAIN YOGURT,Dietary Supplement,BRUSSELS,07-04-2020,83.64,23.0849,g/L,under review,,3 C,4.53,BATCH-7991
SMPL-02321,Cheddar Cheese,pharmaceutical,Toulouse,10-11-2021,48.07,35.6702,g/l,UNDER REVIEW,smith k.,2°,7.81,BATCH-8671
SMPL-02322,MAYONNAISE,dairy product,NANTES,18.04.2023,295.98,63.3492,mg / L,under review,BROWN C.,,5.07,BATCH-4970
SMPL-02323,Mozzarella,Dairy Product,marseille,21.01.2022,310.47,64.0945,ΜG/L,Non-Compliant,Martin J.,5 C,6.2,BATCH-4000
SMPL-02324,HEAVY CREAM,beverage,MONTREAL,05-07-2023,923.79,87.602,g/l,Pending,BROWN C.,8,5.11,BATCH-8294
SMPL-02325,Brie,PHARMACEUTICAL,Toulouse,2023-01-02,428.16,34.7122,g/L,Compliant,leroy b.,7°C,4.73,BATCH-9451
SMPL-02326,Iron Supplement,PROCESSED FOOD,Bordeaux,09-09-2021,737.09,79.278,ug/L,,davis m.,6,7.93,BATCH-3083
SMPL-02327,mozzarella,dairy product,NANTES,05-24-2021,172.88,6.3265,ug/L,Under Review,williams p.,7°,5.85,BATCH-8795
SMPL-02328,,Condiment,Paris,2024-06-28,819.25,89.0166,g / L,PENDING,dupont a.,2,6.48,BATCH-4129
SMPL-02329,Cheddar Cheese,dietary supplement,,2024-08-03,627.91,99.9138,ΜG/L,pending,Brown C.,,3.68,BATCH-7435
SMPL-02330,,Condiment,PARIS,09-12-2020,761.56,17.8693,g/l,Non-Compliant,NGUYEN T.,4°,5.57,BATCH-4401
SMPL-02331, Apple Juice,processed food,Paris,11-29-2024,444.43,24.7417,ppm,PENDING,JOHNSON R.,3,8.34,BATCH-8688
SMPL-02332,,dairy product,marseille,05-29-2022,21.9,23.28,ppm,,Miller S.,,5.37,BATCH-8153
SMPL-02333, BCG Vaccine,condiment,Montreal,12/03/2023,886.92,29.0463,CFU/ML,Under Review,leroy b.,7°C,6.49,BATCH-1591
SMPL-02334,Brie,BEVERAGE,montreal,21.03.2021,210.74,16.5904,g / L,Under Review,,8 degrees,5.34,BATCH-5400
SMPL-02335,Butter,Dairy Product,Nantes,16-09-2021,253.06,78.7083,,pending,Dupont A.,4°,5.69,BATCH-1740
SMPL-02336,Calcium Tablet,Pharmaceutical,NANTES,28/04/2022,557.22,98.969,ppm,,,8 degrees,5.0,BATCH-3639
SMPL-02337,Cheddar Cheese,dietary supplement,Paris,08-12-2021,433.24,64.2732,ppm,,MARTIN J.,,6.37,BATCH-2891
SMPL-02338,Mozzarella,DAIRY PRODUCT,lyon,31/05/2024,-99.0,70.4065,,pending,,3,4.77,BATCH-3814
SMPL-02339,CREAM CHEESE,PROCESSED FOOD,MARSEILLE,2023-03-23,285.38,92.8194,µg/l,Pending,Davis M.,5°,7.04,BATCH-7019
SMPL-02340,Orange  Juice,Processed Food,MONTREAL,2021-11-22,452.2,99.5529,g/L,,Davis M.,3 C,5.03,BATCH-7294
SMPL-02341,salad dressing,Condiment,brussels,2020-01-04,8.01,46.81,ppm,NON-COMPLIANT,DUPONT A.,6°C,3.87,BATCH-4493
SMPL-02342,Cream  Cheese,dietary supplement,marseille,10.05.2023,1.7,30.8449,CFU/mL,,brown c.,8°,4.49,
SMPL-02343,sour cream,Dairy Product,Marseille,20.11.2021,575.38,27.1681,mg/l,Non-Compliant,DUPONT A.,2 degrees,5.57,BATCH-5762
SMPL-02344,ORANGE JUICE,pharmaceutical,TOULOUSE,2022-06-04,86.91,21.2345,ppm,NON-COMPLIANT,Miller S.,3°C,5.28,BATCH-6613
SMPL-02345,BCG Vaccine ,Beverage,marseille,18.09.2021,881.67,32.8767,ΜG/L,non-compliant,davis m.,3 C,7.91,BATCH-6059
SMPL-02346,Butter,Processed Food,,03-09-2021,596.09,97.3526,ppm,NON-COMPLIANT,Leroy B.,7 degrees,5.98,BATCH-7349
SMPL-02347,Mozzarella,pharmaceutical,paris,29/07/2021,155.56,46.0273,CFU/ML,Compliant,williams p.,3,6.67,BATCH-5412
SMPL-02348,Mustard,PROCESSED FOOD,bordeaux,24.05.2023,201.01,93.4346,,compliant,WILLIAMS P.,7°,8.21,BATCH-8969
SMPL-02349,Tomato Paste ,Condiment,LILLE,18.09.2021,479.34,18.6002,,Non-Compliant,dupont a.,3 C,4.16,BATCH-3209
SMPL-02350,,Processed Food,Lille,19-05-2023,384.81,60.2954,PPM,COMPLIANT,BROWN C.,5°C,8.37,BATCH-4421
SMPL-02351,Brie,Pharmaceutical,lyon,2022-11-21,840.68,45.8474,CFU/mL,Pending,,5°C,6.86,BATCH-3780
SMPL-02352,APPLE JUICE,Beverage,MONTREAL,17/11/2021,-99.0,81.3974,G/L,Under Review,dupont a.,2 C,-1,BATCH-4839
SMPL-02353,Cottage  Cheese,CONDIMENT,PARIS,2023-11-08,592.54,95.2443,g/l,compliant,NGUYEN T.,7 degrees,4.25,BATCH-9862
SMPL-02354,Semi-Skimmed  Milk,dairy product,BRUSSELS,15.10.2022,919.35,82.3724,g/L,Under Review,brown c.,3,3.54,BATCH-5801
SMPL-02355,Bcg Vaccine,BEVERAGE,paris,06-07-2021,796.25,45.9563,cfu/ml,Compliant,Davis M.,,6.88,BATCH-5894
SMPL-02356, Semi-Skimmed Milk,Condiment,Bordeaux,20-12-2020,513.93,error,,,DUPONT A.,2 degrees,7.03,BATCH-2236
SMPL-02357,Vitamin D3 Supplement ,pharmaceutical,LYON,22/11/2021,998.68,27.9637,MG/L,pending,,2 degrees,4.33,BATCH-1097
SMPL-02358,IRON SUPPLEMENT,Dairy Product,PARIS,12-02-2022,213.1,40.8531,mg / L,Pending,williams p.,3 C,6.03,BATCH-1228
SMPL-02359,Tetracycline,PROCESSED FOOD,Paris,12.05.2021,410.92,41.4454,PPM,COMPLIANT,LEROY B.,8 degrees,4.55,BATCH-8071
SMPL-02360,Skimmed Milk,Dairy Product,strasbourg,03.01.2024,410.54,80.5934,g/l,Compliant,martin j.,8 degrees,6.74,BATCH-9542
SMPL-02361,,Dietary Supplement,PARIS,22-01-2022,81.22,94.4606,CFU/mL,non-compliant,johnson r.,,7.43,BATCH-9345
SMPL-02362,Semi-Skimmed Milk,Dietary Supplement,Montreal,2024-10-04,693.25,22.7883,CFU/mL,Under Review,,2,6.3,BATCH-9661
SMPL-02363,Cheddar Cheese,Beverage,PARIS,06-06-2020,198.76,22.9625,,COMPLIANT,Dupont A.,,7.08,BATCH-1027
SMPL-02364, Butter,,Marseille,13/12/2023,697.25,17.2782,,pending,MARTIN J.,8°,5.05,BATCH-9724
SMPL-02365,KETCHUP,Condiment,marseille,02/04/2023,760.73,59.0786,ppm,NON-COMPLIANT,,2°,4.02,BATCH-2419
SMPL-00143,,Beverage,paris,09.01.2020,702.84,68.5309,ug/L,,Leroy B.,6 degrees,5.94,BATCH-9573
SMPL-02367,Probiotic L-12,Condiment,brussels,2023-05-22,226.32,89.6793,ug/L,NON-COMPLIANT,,3°C,7.45,BATCH-7716
SMPL-02368,bcg vaccine,Dairy Product,Toulouse,09-15-2023,584.21,95.2138,g/l,,Martin J.,5°C,6.99,BATCH-9634
SMPL-02369,penicillin g,DAIRY PRODUCT,MONTREAL,03-17-2021,513.6,71.9642,MG/L,Under Review,,2 C,7.66,BATCH-6676
SMPL-02370,Cheddar Cheese,Processed Food,nantes,09.03.2022,457.55,77.3082,mg/L,Non-Compliant,Brown C.,2 degrees,99,BATCH-9625
SMPL-02371, Cottage Cheese,,,04.07.2024,182.42,33.9139,CFU/mL,Pending,nguyen t.,4 degrees,7.49,BATCH-5229
SMPL-02372,Amoxicillin,Condiment,MONTREAL,26/01/2021,819.12,95.3743,,,johnson r.,3°C,-1,BATCH-4588
SMPL-02373,mayonnaise,Dairy Product,Strasbourg,2020-04-07,489.99,42.0427,,Compliant,Smith K.,4,99,BATCH-8374
SMPL-00926,OMEGA-3 CAPSULE,Condiment,BORDEAUX,02-08-2022,563.63,19.2985,mg / L,,,4 degrees,7.27,BATCH-3180
SMPL-02375,Amoxicillin,beverage,toulouse,07.10.2023,885.47,70.9397,ppm,pending,Williams P.,4°,7.04,BATCH-8571
SMPL-02376,Skimmed  Milk,PROCESSED FOOD,PARIS,10-10-2020,327.89,44.4711,MG/L,,,4°C,5.11,BATCH-5838
SMPL-02377,Probiotic  B-24,Processed Food,LILLE,04-26-2023,863.94,88.7158,ppm,Under Review,BROWN C.,,3.9,BATCH-1359
SMPL-02378,Omega-3 Capsule,PROCESSED FOOD,MARSEILLE,2024-12-22,545.83,7.5253,MG/L,under review,,6,6.94,BATCH-6860
SMPL-02379,butter,beverage,Lille,21/04/2021,501.55,24.1974,ΜG/L,,smith k.,8 C,7.68,BATCH-1688
SMPL-02380, Mozzarella,Beverage,paris,2022-08-01,57.24,,,Pending,,2,3.6,BATCH-2934
SMPL-01652,BCG  Vaccine,PHARMACEUTICAL,LILLE,2022-03-25,68.96,72.6246,g / L,COMPLIANT,BROWN C.,4°C,3.62,BATCH-5207
SMPL-02382,Amoxicillin,beverage,lyon,29.01.2024,895.98,43.3861,g/L,,BROWN C.,6 degrees,4.39,BATCH-4475
SMPL-02018,Penicillin G,dairy product,LILLE,14/03/2022,966.62,18.4818,g/l,,miller s.,8 C,4.64,BATCH-8890
SMPL-02384, Tetracycline,Dietary Supplement,TOULOUSE,2021-10-27,830.76,96.7613,µg/l,,Miller S.,5,5.3,BATCH-5682
SMPL-02385,Brie,Processed Food,montreal,03-18-2022,366.69,58.1813,CFU / mL,NON-COMPLIANT,williams p.,,6.58,BATCH-6950
SMPL-02386,Butter,Condiment,marseille,08/08/2020,550.77,39.3367,MG/L,,,5°,5.72,BATCH-4224
SMPL-02387,Skimmed Milk,Pharmaceutical,MONTREAL,2022-06-17,497.31,94.8961,,Under Review,smith k.,2°,6.93,BATCH-6315
SMPL-02388,bcg vaccine,Pharmaceutical,Toulouse,20.06.2021,330.46,40.4752,MG/L,Non-Compliant,Leroy B.,4°C,6.88,BATCH-9540
SMPL-02389,Iron Supplement,Beverage,MONTREAL,28.08.2024,660.93,78.7861,ug/L,Under Review,,,5.25,BATCH-7795
SMPL-02390,Salad Dressing,PROCESSED FOOD,,2024-11-10,183.98,73.7992,CFU/ML,pending,MILLER S.,7,6.31,BATCH-4205
SMPL-02391,probiotic b-24,Pharmaceutical,,22.06.2024,716.6,65.2545,mg/l,COMPLIANT,Miller S.,,7.32,BATCH-8255
SMPL-02392,MUSTARD,Dietary Supplement,Lille,2021-08-17,149.68,88.3459,,,,5 degrees,7.56,BATCH-9479
SMPL-02393,Iron Supplement,CONDIMENT,TOULOUSE,22.11.2022,206.31,78.1631,PPM,Pending,,,4.45,BATCH-3353
SMPL-02394, Mustard,CONDIMENT,NANTES,14-01-2023,726.27,37.9664,mg / L,Pending,davis m.,2,4.24,BATCH-5767
SMPL-02395, Probiotic L-12,Condiment,bordeaux,07-02-2021,388.84,24.2591,,pending,martin j.,5°,6.43,BATCH-1725
SMPL-02396,skimmed milk,Pharmaceutical,Bordeaux,29/11/2021,987.72,50.7859,CFU / mL,Pending,JOHNSON R.,8°C,7.08,BATCH-3706
SMPL-02397,Plain Yogurt,Condiment,lille,31/01/2022,614.49,20.5721,CFU/mL,under review,,,4.93,BATCH-8662
SMPL-02398,,dietary supplement,,2024-07-31,140.33,54.4804,ΜG/L,Non-Compliant,,3°C,7.23,BATCH-9815
SMPL-02399,Salad  Dressing,DIETARY SUPPLEMENT,BRUSSELS,09-05-2022,148.52,9.3265,mg/l,,davis m.,7 degrees,4.34,BATCH-8818
SMPL-02400,Cream Cheese,Dietary Supplement,LYON,24.04.2022,903.0,83.1631,G/L,PENDING,,,6.51,BATCH-2689
SMPL-02401,Ketchup,Processed Food,montreal,07/03/2021,673.78,15.7398,µg / L,under review,MILLER S.,5 degrees,4.93,BATCH-2630
SMPL-02402,plain yogurt,DIETARY SUPPLEMENT,,2022-09-02,378.01,69.5085,mg/l,Under Review,miller s.,5°,4.42,BATCH-3834
SMPL-02403,mayonnaise,Condiment,Lille,09.06.2022,933.77,71.4091,CFU/mL,,Johnson R.,,6.92,BATCH-7630
SMPL-02404,Sour  Cream,processed food,nantes,2020-10-20,581.15,17.2245,mg / L,Under Review,Martin J.,2 degrees,7.86,BATCH-1902
SMPL-02405,Butter,condiment,BRUSSELS,05.01.2022,985.89,,CFU/mL,Under Review,Martin J.,4,7.82,BATCH-8631
SMPL-02406,Omega-3  Capsule,Dairy Product,Lille,08/03/2023,790.54,5.8382,,Pending,Williams P.,3,8.24,TBD
SMPL-02407,ORANGE JUICE,,Toulouse,16.09.2020,784.6,93.3181,µg/l,Pending,WILLIAMS P.,,7.22,BATCH-5911
SMPL-02408,Penicillin G ,PROCESSED FOOD,TOULOUSE,20/10/2024,278.05,N/A,mg/l,UNDER REVIEW,,6°,5.95,BATCH-8777
SMPL-02409,heavy cream,PHARMACEUTICAL,MONTREAL,2021-04-01,480.88,90.3577,g/l,NON-COMPLIANT,Johnson R.,2°,4.88,BATCH-7633
SMPL-02410,Amoxicillin,Beverage,LYON,27/08/2023,35.74,59.8497,mg / L,under review,,6 C,6.62,BATCH-4376
SMPL-02411,Vitamin D3 Supplement,Dietary Supplement,bordeaux,20.04.2023,963.79,8.6287,,,Martin J.,6,5.35,BATCH-8551
SMPL-02412,Heavy Cream,condiment,Montreal,29.01.2021,54.22,28.0943,,Pending,dupont a.,7 degrees,3.94,BATCH-5887
SMPL-02413,mozzarella,condiment,bordeaux,02-24-2024,990.81,6.5819,cfu/ml,Non-Compliant,Martin J.,2,5.31,BATCH-6668
SMPL-02414,,dairy product,LILLE,22/04/2021,627.02,87.842,CFU/mL,Pending,Miller S.,,3.61,BATCH-8105
SMPL-02415,OMEGA-3 CAPSULE,Beverage,Paris,06-08-2024,186.87,86.3556,CFU/ML,UNDER REVIEW,NGUYEN T.,6 C,3.61,BATCH-4657
SMPL-02416,Heavy Cream,dietary supplement,MONTREAL,26.04.2023,988.49,68.6075,CFU/ML,,williams p.,4°,6.8,BATCH-7259
SMPL-02417,butter,Dairy Product,BRUSSELS,2023-09-22,338.33,77.3821,G/L,,BROWN C.,,8.43,BATCH-5748
SMPL-02418,,CONDIMENT,marseille,15-02-2023,240.0,60.8011,g/L,Non-Compliant,brown c.,4°C,5.98,BATCH-4078
SMPL-02419,,Dairy Product,Lille,02.10.2022,665.47,22.5985,mg/L,Non-Compliant,,4°,5.78,BATCH-2728
SMPL-02420,PROBIOTIC L-12,Processed Food,Lyon,27/02/2020,876.48,23.8874,,COMPLIANT,Davis M.,4°C,3.9,BATCH-5050
SMPL-02421,vitamin d3 supplement,DAIRY PRODUCT,,06/12/2024,580.22,49.2072,µg/l,Under Review,SMITH K.,5°C,6.09,BATCH-6083
SMPL-02422,,processed food,marseille,03-11-2021,760.18,88.3973,ppm,,Brown C.,6 C,6.99,BATCH-1244
SMPL-02423, Sour Cream,Pharmaceutical,nantes,05-09-2020,470.11,77.8826,mg/l,Under Review,Williams P.,,7.73,BATCH-3585
SMPL-02424,Mustard ,Processed Food,MONTREAL,19.05.2022,355.09,79.1275,CFU/ML,Under Review,,5,5.91,
SMPL-02425,Apple Juice,beverage,,2024-02-06,780.34,90.0891,ug/L,Pending,,5 degrees,6.0,BATCH-8353
SMPL-02426, Mayonnaise,DIETARY SUPPLEMENT,,03-03-2024,155.41,99.4992,g/L,non-compliant,MARTIN J.,6,6.9,BATCH-9321
SMPL-02345,Orange Juice,processed food,BRUSSELS,07-30-2024,333.67,81.6987,g/L,Non-Compliant,,,6.41,BATCH-1166
SMPL-02428,Calcium  Tablet,DAIRY PRODUCT,Strasbourg,05-01-2024,293.6,82.6653,CFU/mL,,,2°C,7.02,BATCH-3594
SMPL-02429,Brie,Condiment,marseille,17.02.2021,373.66,72.4278,PPM,Compliant,,5 C,4.83,BATCH-7216
SMPL-02430,Whole Milk,processed food,Bordeaux,01.02.2022,423.85,67.6949,ppm,Compliant,Dupont A.,4°,7.08,BATCH-3600
SMPL-01899, Peanut Butter,Condiment,Bordeaux,2020-06-10,104.63,N/A,G/L,Under Review,,3°,3.95,BATCH-5206
SMPL-02432,MAYONNAISE,,Nantes,2024-07-09,958.33,93.3612,ppm,UNDER REVIEW,,,5.55,BATCH-4217
SMPL-02433,Amoxicillin,Dietary Supplement,,21.04.2020,937.24,32.5643,,Compliant,Miller S.,5°,4.66,BATCH-1322
SMPL-02434,Omega-3 Capsule ,Processed Food,LILLE,04/07/2023,822.26,6.46,G/L,,WILLIAMS P.,8 degrees,3.82,BATCH-4540
SMPL-02350,CALCIUM TABLET,PHARMACEUTICAL,,21/07/2021,947.52,20.8743,,UNDER REVIEW,dupont a.,3,3.93,BATCH-2699
SMPL-02436,Salad Dressing,dietary supplement,montreal,28.03.2024,711.33,56.0959,,COMPLIANT,Martin J.,5 C,4.7,BATCH-3480
SMPL-02437,Ketchup ,PHARMACEUTICAL,Brussels,01-10-2020,428.5,78.5375,ppm,,dupont a.,,8.05,BATCH-1435
SMPL-02438, Tomato Paste,dairy product,Brussels,07-03-2021,115.94,8.9372,,Under Review,,2,4.2,BATCH-3446
SMPL-02439,ORANGE JUICE,Condiment,MARSEILLE,03-05-2021,206.26,24.7312,ppm,NON-COMPLIANT,Johnson R.,8°,7.09,BATCH-1459
SMPL-02440,Ketchup ,Processed Food,paris,2023-02-01,531.86,17.3278,G/L,Pending,davis m.,8°C,5.5,
SMPL-02441,Mozzarella,Processed Food,Marseille,2024-01-07,217.7,13.8256,cfu/ml,,,,3.89,BATCH-2704
SMPL-02442, Peanut Butter,BEVERAGE,lille,05/06/2023,277.53,69.6625,µg/l,,Dupont A.,4,6.43,BATCH-1550
SMPL-02443,TOMATO PASTE,pharmaceutical,Brussels,2023-07-18,268.08,66.2791,,Pending,MILLER S.,4°C,7.27,BATCH-8365
SMPL-02444,Cheddar Cheese ,Pharmaceutical,NANTES,11/07/2022,911.62,34.6342,,under review,Leroy B.,4 C,6.8,BATCH-3046
SMPL-02445,Probiotic B-24 ,PHARMACEUTICAL,montreal,2023-04-11,429.65,92.5656,g/L,Pending,davis m.,7°C,7.8,BATCH-1771
SMPL-01479, Iron Supplement,,Bordeaux,2023-04-03,356.42,0.4011,PPM,non-compliant,JOHNSON R.,5 degrees,3.91,BATCH-3569
SMPL-02447, Cream Cheese,Condiment,bordeaux,26/06/2020,15.46,16.7908,ppm,Pending,miller s.,4 degrees,6.96,BATCH-5106
SMPL-02448,Ketchup,pharmaceutical,bordeaux,10-04-2020,4.44,nd,CFU / mL,Compliant,DUPONT A.,2,6.21,TBD
SMPL-02449,,DAIRY PRODUCT,paris,2020-06-21,140.29,41.6706,mg/L,UNDER REVIEW,MILLER S.,2°C,7.4,BATCH-2023
SMPL-02450, Peanut Butter,Processed Food,marseille,09-14-2020,613.67,77.7252,G/L,,smith k.,4 C,6.99,BATCH-8234
SMPL-02451,Iron Supplement ,DAIRY PRODUCT,STRASBOURG,2024-10-28,809.45,56.7028,,Pending,DUPONT A.,,7.85,BATCH-1728
SMPL-02452,Ketchup,Processed Food,marseille,2021-01-21,401.61,34.9396,cfu/ml,NON-COMPLIANT,MARTIN J.,,3.93,BATCH-9901
SMPL-02453,Sour Cream,,MARSEILLE,12/08/2022,375.38,30.3969,mg/L,,,6 C,7.13,BATCH-6501
SMPL-02454,BCG  Vaccine,Beverage,STRASBOURG,09-02-2020,223.03,45.0606,,,Davis M.,2°C,3.52,BATCH-3697
SMPL-02455,sour cream,BEVERAGE,STRASBOURG,08-12-2024,80.29,62.5413,ppm,PENDING,,6°C,5.23,BATCH-7565
SMPL-02456,Whole  Milk,PHARMACEUTICAL,NANTES,01-01-2024,533.84,2.8716,PPM,,Martin J.,2°C,5.58,BATCH-9862
SMPL-02457,heavy cream,Pharmaceutical,toulouse,2023-04-21,389.36,1.7307,,Compliant,Johnson R.,4 degrees,7.59,BATCH-8055
SMPL-02458,Whole Milk ,Beverage,LYON,02.08.2020,623.85,1.7757,µg / L,Non-Compliant,,4 C,7.12,BATCH-5448
SMPL-02459,probiotic b-24,condiment,PARIS,16.01.2022,385.22,25.616,G/L,,dupont a.,8,6.09,
SMPL-02460,Orange  Juice,processed food,Bordeaux,14-06-2020,464.35,21.8018,ppm,Under Review,leroy b.,7 C,5.14,BATCH-9917
SMPL-02461,Orange Juice,Condiment,BORDEAUX,19.06.2022,418.62,85.1303,CFU / mL,PENDING,LEROY B.,5,5.67,BATCH-1318
SMPL-02462,Cream Cheese,Dietary Supplement,toulouse,14/10/2022,183.63,87.4525,CFU / mL,,,2°,6.37,BATCH-1292
SMPL-02463,Mayonnaise,PROCESSED FOOD,LYON,04-12-2024,956.84,93.0854,ppm,NON-COMPLIANT,,5°,4.73,BATCH-8483
SMPL-02464,apple juice,Condiment,lille,10.03.2022,486.07,84.6865,g/L,Non-Compliant,,6 degrees,5.97,BATCH-6687
