Sample_ID,Product,Category,Production_Site,Collection_Date,Bacteriological_Result,Chemical_Result,Unit_of_Measure,Compliance_Status,Operator,Storage_Temperature,pH_Level,Batch_Number
SMPL-02157,Heavy Cream,Unknown,Strasbourg,2020-07-16,704.62,81.4832,mg/L,Unknown,Williams P.,8.0,7.67,BATCH-2740
SMPL-02158,Amoxicillin,Processed Food,Nantes,2021-10-24,641.41,74.3896,CFU/mL,Unknown,Dupont A.,5.0,3.52,BATCH-2944
SMPL-02159,Cheddar Cheese,Dietary Supplement,Lyon,2021-03-21,580.3,50.8636,mg/L,Under Review,Johnson R.,6.0,8.2,BATCH-7211
SMPL-02160,Penicillin G,Dairy Product,Bordeaux,2022-02-13,983.44,57.3394,mg/L,Non-Compliant,Martin J.,5.0,4.76,BATCH-2697
SMPL-02161,Heavy Cream,Beverage,Lille,2023-12-21,147.91,85.786,Unknown,Unknown,Brown C.,6.0,6.84,BATCH-1462
SMPL-02162,Heavy Cream,Beverage,Paris,2023-09-17,590.92,23.6487,mg / L,Non-Compliant,Unknown,2.0,4.99,BATCH-6285
SMPL-02163,Iron Supplement,Processed Food,Strasbourg,2020-05-14,963.04,96.3657,CFU/mL,Non-Compliant,Unknown,7.0,7.01,BATCH-4459
SMPL-02164,Probiotic L-12,Dietary Supplement,Paris,2024-06-28,544.51,68.9369,CFU / mL,Unknown,Miller S.,4.0,6.94,BATCH-9392
SMPL-02165,Semi-Skimmed  Milk,Condiment,Brussels,2020-07-23,663.81,8.5369,ΜG/L,Non-Compliant,Smith K.,5.0,5.59,BATCH-4555
SMPL-02166,Semi-Skimmed Milk,Pharmaceutical,Lille,2021-08-18,81.73,82.6051,g/L,Under Review,Brown C.,5.0,3.89,BATCH-5254
SMPL-02167,Tomato Paste,Dietary Supplement,Paris,2020-08-09,789.43,59.4853,CFU / mL,Under Review,Unknown,5.0,7.77,BATCH-8045
SMPL-02168,Omega-3 Capsule,Dairy Product,Lille,2024-12-18,313.52,55.8244,CFU/ML,Compliant,Miller S.,7.0,5.22,BATCH-8422
SMPL-02169,Plain Yogurt,Beverage,Toulouse,2021-08-27,541.5,93.0526,ppm,Non-Compliant,Brown C.,4.0,5.7,BATCH-1940
SMPL-02170,Cream Cheese,Processed Food,Brussels,2022-03-14,408.69,21.8146,µg/L,Non-Compliant,Dupont A.,3.0,6.6,BATCH-9384
SMPL-02171,Mozzarella,Dietary Supplement,Brussels,2020-09-08,463.24,40.9352,ppm,Unknown,Unknown,3.0,6.96,BATCH-7639
SMPL-02172,Skimmed Milk,Dairy Product,Nantes,2023-07-28,596.97,97.7232,µg/L,Unknown,Davis M.,5.0,4.14,BATCH-7766
SMPL-02173,Omega-3 Capsule,Unknown,Bordeaux,2021-11-14,694.48,44.6729,ppm,Non-Compliant,Smith K.,4.0,8.05,BATCH-6079
SMPL-02174,Whole Milk,Beverage,Unknown,2021-09-29,550.25,50.4388,µg/L,Under Review,Martin J.,4.0,8.1,Unknown
SMPL-02175,Calcium Tablet,Condiment,Nantes,2023-09-28,582.78,65.5625,mg / L,Pending,Brown C.,8.0,4.9,BATCH-2680
SMPL-02177,Mustard,Unknown,Nantes,2021-10-21,240.64,50.4388,CFU/ML,Under Review,Unknown,6.0,4.92,BATCH-4799
SMPL-02178,Sour Cream,Processed Food,Unknown,2020-05-15,918.92,29.1027,mg / L,Non-Compliant,Dupont A.,2.0,5.61,BATCH-5172
SMPL-02179,Ketchup,Dairy Product,Nantes,2024-04-03,243.09,92.727,Unknown,Under Review,Nguyen T.,5.0,6.76,BATCH-1695
SMPL-02180,Peanut Butter,Dairy Product,Paris,2024-08-10,159.6,67.0571,g / L,Non-Compliant,Unknown,5.0,6.83,BATCH-2391
SMPL-02181,Probiotic B-24,Dairy Product,Marseille,2023-02-14,887.32,67.9956,Unknown,Pending,Miller S.,3.0,5.62,BATCH-2045
SMPL-02182,Calcium Tablet,Dietary Supplement,Lille,2021-01-13,390.69,56.5608,µg/L,Non-Compliant,Davis M.,6.0,3.79,BATCH-6652
SMPL-02183,Unknown,Dairy Product,Marseille,2023-10-14,767.1,89.4992,ppm,Unknown,Dupont A.,5.0,5.9,BATCH-9514
SMPL-02184,Brie,Pharmaceutical,Montreal,2020-04-17,692.25,39.1271,g/L,Unknown,Johnson R.,7.0,5.99,BATCH-6966
SMPL-02185,Mozzarella,Dietary Supplement,Brussels,2020-01-09,271.03,79.8558,ppm,Compliant,Leroy B.,5.0,6.76,BATCH-1895
SMPL-02186,Apple  Juice,Condiment,Brussels,2020-02-23,175.95,10.5917,CFU/mL,Compliant,Unknown,3.0,5.21,BATCH-6353
SMPL-02187,Semi-Skimmed Milk,Beverage,Lille,2023-08-11,493.87,77.0147,g/L,Compliant,Leroy B.,2.0,5.44,BATCH-9725
SMPL-02188,Salad Dressing,Beverage,Toulouse,2020-07-21,214.08,89.0566,Unknown,Pending,Unknown,3.0,6.4,BATCH-6343
SMPL-02190,Calcium Tablet,Processed Food,Lille,2020-01-10,117.61,36.542,CFU/mL,Under Review,Johnson R.,2.0,5.99,BATCH-6429
SMPL-02191,Mozzarella,Pharmaceutical,Strasbourg,2023-06-04,617.33,72.9508,Unknown,Under Review,Unknown,3.0,7.02,BATCH-4007
SMPL-02193,Brie,Dairy Product,Montreal,2021-06-23,853.0,31.5183,ppm,Pending,Davis M.,7.0,5.07,BATCH-4719
SMPL-02194,Mozzarella,Condiment,Toulouse,2021-12-12,943.99,64.5164,µg/L,Unknown,Brown C.,2.0,8.46,BATCH-1723
SMPL-02195,Calcium Tablet,Condiment,Marseille,2020-09-07,287.13,23.8893,mg / L,Compliant,Johnson R.,5.0,8.48,BATCH-7381
SMPL-02196,Iron Supplement,Processed Food,Lyon,2024-09-30,617.01,51.9871,ΜG/L,Pending,Dupont A.,7.0,4.31,BATCH-5823
SMPL-02197,Butter,Processed Food,Nantes,2023-03-13,833.16,17.4151,ΜG/L,Compliant,Dupont A.,6.0,5.79,BATCH-8632
SMPL-02198,Mustard,Condiment,Lyon,2022-04-03,908.19,27.5667,µg/L,Unknown,Unknown,5.0,5.07,BATCH-6898
SMPL-02199,Butter,Beverage,Toulouse,2023-06-22,886.2,83.8821,µg/L,Unknown,Unknown,2.0,6.73,Unknown
SMPL-02200,Cottage Cheese,Dairy Product,Lyon,2024-04-11,365.44,77.7681,µg/L,Non-Compliant,Miller S.,3.0,5.23,BATCH-7932
SMPL-02201,Vitamin D3 Supplement,Condiment,Brussels,2020-06-23,732.39,89.061,mg/L,Compliant,Dupont A.,3.0,6.55,BATCH-3618
SMPL-02202,Sour Cream,Dietary Supplement,Lille,2023-10-02,878.29,14.4637,ppm,Non-Compliant,Unknown,8.0,6.73,BATCH-2123
SMPL-02203,Butter,Dairy Product,Bordeaux,2021-09-17,519.06,71.6337,mg / L,Unknown,Davis M.,5.0,6.43,BATCH-1563
SMPL-02204,Unknown,Dietary Supplement,Lyon,2024-05-20,511.21,27.5066,Unknown,Unknown,Nguyen T.,3.0,5.96,Unknown
SMPL-02205,Apple  Juice,Beverage,Nantes,2024-07-10,498.02,92.1742,g/L,Non-Compliant,Martin J.,7.0,7.78,BATCH-8970
SMPL-02206,Mozzarella,Unknown,Paris,2022-07-14,633.87,4.3652,mg/L,Pending,Unknown,5.0,7.1,BATCH-4491
SMPL-02207,Cream Cheese,Processed Food,Nantes,2023-07-20,104.87,92.4023,ppm,Unknown,Leroy B.,8.0,4.93,BATCH-5203
SMPL-02208,Apple Juice,Dietary Supplement,Bordeaux,2021-08-26,842.64,76.3573,ΜG/L,Non-Compliant,Brown C.,5.0,6.35,BATCH-5307
SMPL-02209,Mustard,Dietary Supplement,Strasbourg,2023-11-21,484.99,79.8233,g/L,Unknown,Unknown,4.0,5.99,BATCH-1407
SMPL-02210,Tetracycline,Dietary Supplement,Paris,2023-05-05,223.81,60.9403,ΜG/L,Unknown,Unknown,5.0,7.98,BATCH-8230
SMPL-02211,Cheddar Cheese,Pharmaceutical,Strasbourg,2020-12-02,970.69,0.16,Unknown,Non-Compliant,Dupont A.,4.0,4.19,BATCH-8459
SMPL-02213,Unknown,Processed Food,Toulouse,2020-11-21,527.45,98.781,Unknown,Unknown,Davis M.,8.0,6.32,BATCH-9452
SMPL-02214,Probiotic L-12,Dairy Product,Bordeaux,2020-09-02,817.9,23.5225,mg/L,Pending,Nguyen T.,4.0,7.55,BATCH-5649
SMPL-02215,Semi-Skimmed Milk,Condiment,Bordeaux,2020-01-26,50.49,56.515,g/L,Non-Compliant,Nguyen T.,8.0,6.56,BATCH-8529
SMPL-02216,Sour Cream,Dietary Supplement,Lyon,2022-11-22,764.9,25.4567,Unknown,Compliant,Unknown,2.0,5.33,BATCH-9842
SMPL-02217,Omega-3 Capsule,Dairy Product,Unknown,2023-11-03,836.06,47.0812,ΜG/L,Pending,Unknown,5.0,6.41,BATCH-6827
SMPL-02218,Heavy Cream,Dairy Product,Lille,2023-03-26,106.74,85.4485,mg / L,Compliant,Johnson R.,4.0,7.26,BATCH-7387
SMPL-02219,Cream Cheese,Dairy Product,Bordeaux,2024-09-23,501.05,1.9446,CFU / mL,Pending,Smith K.,6.0,8.47,BATCH-5425
SMPL-02220,Iron Supplement,Dairy Product,Nantes,2020-06-01,226.87,17.644,mg / L,Non-Compliant,Williams P.,8.0,8.36,BATCH-2854
SMPL-02221,Probiotic L-12,Processed Food,Paris,2020-11-11,152.89,36.2992,Unknown,Unknown,Unknown,3.0,6.38,BATCH-7444
SMPL-02222,Orange  Juice,Dietary Supplement,Toulouse,2024-07-20,432.5,37.0646,mg/L,Under Review,Nguyen T.,7.0,4.29,BATCH-8224
SMPL-02223,Amoxicillin,Beverage,Unknown,2022-04-18,389.84,64.4052,ΜG/L,Unknown,Leroy B.,7.0,6.96,BATCH-7992
SMPL-02224,Cottage Cheese,Condiment,Montreal,2022-02-07,229.41,84.1978,CFU/mL,Non-Compliant,Unknown,3.0,4.04,BATCH-6701
SMPL-02225,Unknown,Condiment,Bordeaux,2020-07-15,279.96,0.493,µg/L,Unknown,Unknown,8.0,3.63,BATCH-4947
SMPL-02226,Cottage Cheese,Condiment,Toulouse,2021-10-18,633.65,76.5551,Unknown,Under Review,Leroy B.,7.0,8.11,BATCH-1947
SMPL-02227,Heavy Cream,Condiment,Lille,2022-06-04,255.82,88.6215,Unknown,Unknown,Unknown,3.0,4.66,BATCH-2752
SMPL-02229,Apple Juice,Condiment,Brussels,2022-02-28,318.17,55.9536,CFU/mL,Pending,Leroy B.,5.0,4.73,BATCH-1329
SMPL-02230,Amoxicillin,Dairy Product,Bordeaux,2023-03-01,70.98,42.7426,mg/L,Non-Compliant,Davis M.,2.0,8.3,BATCH-4106
SMPL-02231,Orange Juice,Dairy Product,Paris,2021-06-25,833.5,55.1934,g/L,Non-Compliant,Williams P.,5.0,6.55,BATCH-7779
SMPL-02232,Unknown,Processed Food,Lille,2020-04-15,594.4,6.3083,Unknown,Under Review,Dupont A.,5.0,3.52,BATCH-4992
SMPL-02234,Ketchup,Processed Food,Lyon,2022-08-06,616.0,50.4388,µg / L,Pending,Unknown,3.0,6.29,BATCH-6944
SMPL-02235,Tomato Paste,Condiment,Montreal,2022-03-01,432.64,6.3007,mg/L,Pending,Unknown,4.0,3.68,BATCH-5512
SMPL-02236,Orange Juice,Condiment,Nantes,2023-07-27,50.4,94.7535,µg/L,Non-Compliant,Leroy B.,7.0,5.59,BATCH-7140
SMPL-02237,Penicillin  G,Dietary Supplement,Montreal,2022-10-16,843.86,15.3718,CFU/mL,Unknown,Leroy B.,3.0,7.39,BATCH-7968
SMPL-02238,Penicillin G,Dietary Supplement,Bordeaux,2024-03-06,554.64,19.5383,µg / L,Under Review,Unknown,5.0,7.83,BATCH-8159
SMPL-02239,Iron Supplement,Processed Food,Strasbourg,2023-05-10,906.93,25.7093,mg/L,Unknown,Johnson R.,8.0,6.69,BATCH-5991
SMPL-02240,Penicillin  G,Dairy Product,Lille,2021-12-06,254.67,74.6405,g / L,Under Review,Leroy B.,8.0,7.34,BATCH-6249
SMPL-02241,Iron Supplement,Pharmaceutical,Strasbourg,2024-04-26,980.78,34.2828,mg/L,Compliant,Leroy B.,8.0,4.67,BATCH-5815
SMPL-02242,Unknown,Unknown,Bordeaux,2021-09-17,723.24,38.7658,g/L,Under Review,Brown C.,4.0,8.01,BATCH-1086
SMPL-02243,Mayonnaise,Condiment,Paris,2021-04-21,638.83,61.1529,CFU/mL,Unknown,Smith K.,2.0,5.28,BATCH-2768
SMPL-02244,Heavy Cream,Dietary Supplement,Brussels,2020-11-24,73.31,46.2701,CFU/ML,Unknown,Unknown,3.0,5.74,BATCH-1371
SMPL-02245,Apple Juice,Pharmaceutical,Nantes,2020-03-19,556.66,3.0525,ΜG/L,Non-Compliant,Martin J.,5.0,4.63,BATCH-7145
SMPL-02246,Cream Cheese,Processed Food,Marseille,2020-01-18,173.13,93.4246,CFU/mL,Non-Compliant,Dupont A.,3.0,7.23,BATCH-4746
SMPL-02247,Mustard,Unknown,Strasbourg,2021-06-29,431.87,13.4115,Unknown,Pending,Dupont A.,3.0,7.17,BATCH-9294
SMPL-02248,Tetracycline,Processed Food,Montreal,2023-05-03,908.28,35.5828,CFU/ML,Unknown,Miller S.,5.0,4.17,BATCH-8935
SMPL-02249,Mozzarella,Condiment,Brussels,2023-04-22,178.51,28.7807,µg/L,Pending,Dupont A.,2.0,5.0,BATCH-7544
SMPL-02250,Mayonnaise,Beverage,Unknown,2021-03-03,738.91,72.1327,ppm,Under Review,Unknown,6.0,7.75,BATCH-6544
SMPL-02251,Apple Juice,Dairy Product,Bordeaux,2021-12-10,942.33,86.0668,µg/L,Unknown,Brown C.,2.0,7.59,BATCH-6933
SMPL-02252,Ketchup,Dairy Product,Unknown,2024-07-25,62.51,49.0584,µg / L,Non-Compliant,Leroy B.,8.0,6.66,BATCH-2417
SMPL-02253,Mozzarella,Condiment,Montreal,2020-05-23,931.81,95.0927,g/L,Compliant,Johnson R.,6.0,5.15,BATCH-8928
SMPL-02254,Cheddar Cheese,Processed Food,Paris,2020-06-17,0.2,14.1285,Unknown,Unknown,Smith K.,5.0,5.86,BATCH-6152
SMPL-02255,Ketchup,Dairy Product,Nantes,2024-08-20,375.5,68.4099,ppm,Unknown,Johnson R.,4.0,5.6,BATCH-4876
SMPL-02256,Skimmed Milk,Dietary Supplement,Unknown,2021-10-01,170.15,12.5269,Unknown,Compliant,Williams P.,3.0,6.92,BATCH-6330
SMPL-02257,Calcium Tablet,Beverage,Toulouse,2021-02-12,836.52,24.0527,CFU/mL,Unknown,Smith K.,4.0,8.12,BATCH-1065
SMPL-02258,Brie,Processed Food,Lille,2021-08-18,648.25,42.0167,µg/L,Non-Compliant,Williams P.,3.0,7.93,BATCH-4968
SMPL-02259,Brie,Processed Food,Lille,2022-11-01,403.86,99.9627,µg/L,Under Review,Unknown,2.0,6.38,BATCH-1315
SMPL-02260,Cream Cheese,Dairy Product,Toulouse,2023-06-16,372.45,73.5275,µg/L,Pending,Smith K.,5.0,4.86,BATCH-5259
SMPL-02261,Mozzarella,Pharmaceutical,Brussels,2020-04-12,5.35,66.0121,ppm,Compliant,Nguyen T.,6.0,7.05,BATCH-3377
SMPL-02262,Probiotic L-12,Condiment,Montreal,2023-04-06,477.87,9.6414,mg / L,Compliant,Unknown,5.0,3.54,BATCH-9518
SMPL-02263,Mayonnaise,Processed Food,Bordeaux,2020-09-25,597.1,12.8783,g/L,Compliant,Williams P.,5.0,3.9,BATCH-4291
SMPL-02264,Omega-3 Capsule,Beverage,Unknown,2020-08-24,326.16,79.3122,CFU/mL,Pending,Miller S.,5.0,6.8,BATCH-9497
SMPL-02265,Tomato Paste,Processed Food,Paris,2021-03-15,109.71,9.573,Unknown,Non-Compliant,Leroy B.,5.0,8.43,BATCH-2990
SMPL-02266,Heavy Cream,Dietary Supplement,Lyon,2022-08-27,991.73,63.474,µg/L,Pending,Williams P.,5.0,4.76,BATCH-9442
SMPL-02267,Tetracycline,Unknown,Paris,2021-11-06,510.1,95.8408,mg/L,Compliant,Dupont A.,2.0,5.05,BATCH-7118
SMPL-02268,Amoxicillin,Processed Food,Brussels,2022-05-28,545.51,29.3226,mg/L,Pending,Leroy B.,7.0,6.71,BATCH-5078
SMPL-02269,Plain Yogurt,Dietary Supplement,Bordeaux,2024-04-02,944.3,38.2505,Unknown,Compliant,Brown C.,8.0,7.96,BATCH-7158
SMPL-02270,Penicillin G,Dietary Supplement,Lyon,2023-01-11,251.93,90.202,mg / L,Non-Compliant,Martin J.,7.0,3.68,BATCH-6494
SMPL-02271,Tetracycline,Processed Food,Lille,2023-11-08,815.54,21.1244,CFU/mL,Under Review,Williams P.,2.0,8.16,BATCH-9326
SMPL-02272,Omega-3 Capsule,Condiment,Nantes,2023-07-05,619.22,46.5296,mg/L,Unknown,Unknown,6.0,5.58,BATCH-1887
SMPL-02273,Peanut Butter,Pharmaceutical,Paris,2023-01-08,948.26,67.0643,CFU / mL,Unknown,Miller S.,3.0,3.6,BATCH-7312
SMPL-02274,Iron Supplement,Dairy Product,Bordeaux,2020-07-11,272.58,73.436,µg/L,Non-Compliant,Johnson R.,8.0,4.91,BATCH-8163
SMPL-02275,Iron Supplement,Condiment,Paris,2023-01-10,786.56,67.9743,ppm,Compliant,Johnson R.,6.0,6.21,BATCH-3350
SMPL-02276,Amoxicillin,Beverage,Paris,2024-10-21,335.27,40.4086,Unknown,Unknown,Johnson R.,7.0,6.63,BATCH-5983
SMPL-02277,Vitamin D3 Supplement,Condiment,Marseille,2020-12-31,31.89,57.702,mg/L,Non-Compliant,Unknown,2.0,5.52,BATCH-4991
SMPL-02278,Heavy Cream,Pharmaceutical,Bordeaux,2020-05-08,884.44,80.1897,CFU/mL,Non-Compliant,Unknown,5.0,7.57,BATCH-5822
SMPL-02279,Iron Supplement,Pharmaceutical,Lyon,2022-10-10,495.73,76.6976,µg/L,Under Review,Unknown,7.0,5.61,BATCH-3355
SMPL-02280,Mustard,Dietary Supplement,Paris,2022-05-09,92.06,17.1783,µg/L,Compliant,Unknown,8.0,5.68,BATCH-4509
SMPL-02281,Tomato Paste,Beverage,Lille,2020-12-30,575.22,19.505,ppm,Under Review,Brown C.,7.0,5.99,BATCH-8185
SMPL-02282,Butter,Dietary Supplement,Nantes,2022-06-25,990.42,19.6034,mg/L,Unknown,Unknown,8.0,5.62,BATCH-6038
SMPL-02283,Tomato Paste,Condiment,Montreal,2024-02-09,601.05,69.6985,Unknown,Non-Compliant,Nguyen T.,3.0,6.26,BATCH-9211
SMPL-02284,Unknown,Dietary Supplement,Lille,2022-01-23,327.68,89.7025,g/L,Non-Compliant,Unknown,3.0,8.06,BATCH-3112
SMPL-02285,Penicillin G,Dairy Product,Paris,2020-12-01,393.23,69.2245,mg / L,Unknown,Unknown,3.0,4.93,BATCH-7945
SMPL-02286,Calcium Tablet,Beverage,Toulouse,2021-02-16,152.22,50.2365,mg/L,Compliant,Smith K.,5.0,6.14,BATCH-5470
SMPL-02287,Vitamin D3 Supplement,Condiment,Brussels,2023-05-20,658.04,78.8939,ppm,Unknown,Nguyen T.,6.0,7.59,BATCH-4444
SMPL-02288,Probiotic L-12,Condiment,Nantes,2020-09-08,210.39,43.374,CFU/ML,Non-Compliant,Nguyen T.,2.0,7.54,BATCH-4860
SMPL-02289,Sour  Cream,Processed Food,Bordeaux,2023-02-04,522.77,51.6462,ppm,Compliant,Nguyen T.,3.0,8.04,BATCH-6748
SMPL-02290,Cream  Cheese,Unknown,Toulouse,2022-12-30,898.26,44.0423,CFU / mL,Under Review,Unknown,2.0,8.48,BATCH-1743
SMPL-02291,Cheddar Cheese,Condiment,Marseille,2022-01-10,692.15,66.8666,µg/L,Under Review,Unknown,3.0,4.9,BATCH-8737
SMPL-02292,Semi-Skimmed Milk,Condiment,Brussels,2023-11-06,823.83,8.1154,µg/L,Under Review,Unknown,3.0,5.84,BATCH-6705
SMPL-02293,Bcg  Vaccine,Processed Food,Lyon,2022-08-10,552.76,29.9132,µg / L,Compliant,Unknown,5.0,8.16,BATCH-5386
SMPL-02294,Brie,Dairy Product,Paris,2023-06-16,310.46,74.7665,ppm,Pending,Nguyen T.,8.0,4.67,BATCH-5811
SMPL-02295,Unknown,Beverage,Brussels,2023-07-26,456.52,14.1472,Unknown,Compliant,Nguyen T.,2.0,5.99,BATCH-6952
SMPL-02296,Unknown,Beverage,Toulouse,2023-02-27,856.39,89.7129,µg/L,Unknown,Martin J.,5.0,7.95,BATCH-1614
SMPL-02297,Whole Milk,Beverage,Nantes,2022-12-20,927.94,58.5463,g/L,Pending,Unknown,4.0,4.56,BATCH-5975
SMPL-02298,Unknown,Dietary Supplement,Marseille,2024-06-29,574.59,90.9946,ppm,Non-Compliant,Nguyen T.,4.0,6.42,BATCH-1681
SMPL-02299,Calcium  Tablet,Beverage,Paris,2024-09-15,822.22,90.346,mg/L,Under Review,Martin J.,2.0,7.64,BATCH-7156
SMPL-02300,Mayonnaise,Pharmaceutical,Strasbourg,2020-09-28,440.81,51.9492,ppm,Under Review,Davis M.,5.0,4.44,BATCH-6908
SMPL-02301,Whole Milk,Beverage,Montreal,2024-03-03,570.96,40.8453,ppm,Under Review,Smith K.,6.0,5.99,BATCH-9906
SMPL-02302,Cottage Cheese,Beverage,Brussels,2022-10-20,687.33,51.0397,CFU/mL,Unknown,Williams P.,3.0,7.79,BATCH-1774
SMPL-02303,Plain Yogurt,Processed Food,Strasbourg,2022-03-12,360.71,13.8615,g/L,Compliant,Williams P.,8.0,5.66,TBD
SMPL-02304,Mayonnaise,Dietary Supplement,Lille,2021-11-06,537.83,82.6097,g / L,Unknown,Unknown,4.0,5.81,BATCH-1682
SMPL-02305,Cream Cheese,Processed Food,Lyon,2020-09-12,138.09,78.1748,µg/L,Pending,Leroy B.,2.0,7.57,BATCH-3142
SMPL-02306,Calcium Tablet,Pharmaceutical,Lille,2023-07-19,109.07,85.6281,ppm,Non-Compliant,Smith K.,3.0,5.95,BATCH-1214
SMPL-02307,Ketchup,Processed Food,Montreal,2021-06-25,803.12,40.3471,ppm,Unknown,Martin J.,6.0,3.66,BATCH-6729
SMPL-02308,Heavy Cream,Dairy Product,Unknown,2024-11-06,912.87,26.9632,µg/L,Unknown,Unknown,5.0,8.33,BATCH-5484
SMPL-02309,Semi-Skimmed Milk,Dietary Supplement,Nantes,2024-03-31,955.17,40.6402,ppm,Pending,Brown C.,2.0,7.84,BATCH-6954
SMPL-02310,Bcg Vaccine,Beverage,Strasbourg,2023-09-28,234.94,68.5012,CFU/mL,Under Review,Miller S.,6.0,3.73,BATCH-5514
SMPL-02311,Cream Cheese,Condiment,Toulouse,2021-01-12,429.04,84.6285,mg / L,Under Review,Unknown,3.0,6.08,BATCH-6491
SMPL-02312,Cottage Cheese,Pharmaceutical,Paris,2022-01-08,629.95,97.8453,mg/L,Under Review,Unknown,6.0,5.87,BATCH-8475
SMPL-02313,Heavy Cream,Pharmaceutical,Marseille,2024-12-25,482.59,61.0189,CFU / mL,Non-Compliant,Johnson R.,7.0,8.45,BATCH-5478
SMPL-02314,Iron  Supplement,Dietary Supplement,Strasbourg,2022-12-16,307.44,86.5269,CFU/mL,Under Review,Brown C.,5.0,5.7,BATCH-1910
SMPL-02315,Sour  Cream,Dietary Supplement,Bordeaux,2020-09-11,506.04,26.0775,Unknown,Unknown,Dupont A.,3.0,8.29,BATCH-9964
SMPL-02316,Amoxicillin,Dairy Product,Lyon,2023-09-29,251.92,30.4356,g/L,Pending,Martin J.,8.0,5.41,BATCH-8133
SMPL-02317,Calcium Tablet,Dairy Product,Lille,2021-01-19,425.46,27.0202,mg/L,Pending,Brown C.,2.0,3.53,BATCH-7133
SMPL-02318,Mozzarella,Dairy Product,Brussels,2020-07-21,582.42,35.9206,g / L,Under Review,Williams P.,8.0,4.37,BATCH-2276
SMPL-02319,Probiotic B-24,Unknown,Toulouse,2021-09-28,139.92,16.9987,mg / L,Compliant,Martin J.,7.0,4.88,Unknown
SMPL-02320,Plain Yogurt,Dietary Supplement,Brussels,2020-07-04,83.64,23.0849,g/L,Under Review,Unknown,3.0,4.53,BATCH-7991
SMPL-02321,Cheddar Cheese,Pharmaceutical,Toulouse,2021-10-11,48.07,35.6702,g/L,Under Review,Smith K.,2.0,7.81,BATCH-8671
SMPL-02322,Mayonnaise,Dairy Product,Nantes,2023-04-18,295.98,63.3492,mg / L,Under Review,Brown C.,5.0,5.07,BATCH-4970
SMPL-02323,Mozzarella,Dairy Product,Marseille,2022-01-21,310.47,64.0945,ΜG/L,Non-Compliant,Martin J.,5.0,6.2,BATCH-4000
SMPL-02324,Heavy Cream,Beverage,Montreal,2023-05-07,923.79,87.602,g/L,Pending,Brown C.,8.0,5.11,BATCH-8294
SMPL-02325,Brie,Pharmaceutical,Toulouse,2023-01-02,428.16,34.7122,g/L,Compliant,Leroy B.,7.0,4.73,BATCH-9451
SMPL-02326,Iron Supplement,Processed Food,Bordeaux,2021-09-09,737.09,79.278,µg/L,Unknown,Davis M.,6.0,7.93,BATCH-3083
SMPL-02327,Mozzarella,Dairy Product,Nantes,2021-05-24,172.88,6.3265,µg/L,Under Review,Williams P.,7.0,5.85,BATCH-8795
SMPL-02328,Unknown,Condiment,Paris,2024-06-28,819.25,89.0166,g / L,Pending,Dupont A.,2.0,6.48,BATCH-4129
SMPL-02329,Cheddar Cheese,Dietary Supplement,Unknown,2024-08-03,627.91,99.9138,ΜG/L,Pending,Brown C.,5.0,3.68,BATCH-7435
SMPL-02330,Unknown,Condiment,Paris,2020-09-12,761.56,17.8693,g/L,Non-Compliant,Nguyen T.,4.0,5.57,BATCH-4401
SMPL-02331,Apple Juice,Processed Food,Paris,2024-11-29,444.43,24.7417,ppm,Pending,Johnson R.,3.0,8.34,BATCH-8688
SMPL-02332,Unknown,Dairy Product,Marseille,2022-05-29,21.9,23.28,ppm,Unknown,Miller S.,5.0,5.37,BATCH-8153
SMPL-02333,Bcg Vaccine,Condiment,Montreal,2023-03-12,886.92,29.0463,CFU/ML,Under Review,Leroy B.,7.0,6.49,BATCH-1591
SMPL-02334,Brie,Beverage,Montreal,2021-03-21,210.74,16.5904,g / L,Under Review,Unknown,8.0,5.34,BATCH-5400
SMPL-02335,Butter,Dairy Product,Nantes,2021-09-16,253.06,78.7083,Unknown,Pending,Dupont A.,4.0,5.69,BATCH-1740
SMPL-02336,Calcium Tablet,Pharmaceutical,Nantes,2022-04-28,557.22,98.969,ppm,Unknown,Unknown,8.0,5.0,BATCH-3639
SMPL-02337,Cheddar Cheese,Dietary Supplement,Paris,2021-08-12,433.24,64.2732,ppm,Unknown,Martin J.,5.0,6.37,BATCH-2891
SMPL-02338,Mozzarella,Dairy Product,Lyon,2024-05-31,501.05,70.4065,Unknown,Pending,Unknown,3.0,4.77,BATCH-3814
SMPL-02339,Cream Cheese,Processed Food,Marseille,2023-03-23,285.38,92.8194,µg/L,Pending,Davis M.,5.0,7.04,BATCH-7019
SMPL-02340,Orange  Juice,Processed Food,Montreal,2021-11-22,452.2,99.5529,g/L,Unknown,Davis M.,3.0,5.03,BATCH-7294
SMPL-02341,Salad Dressing,Condiment,Brussels,2020-01-04,8.01,46.81,ppm,Non-Compliant,Dupont A.,6.0,3.87,BATCH-4493
SMPL-02342,Cream  Cheese,Dietary Supplement,Marseille,2023-05-10,1.7,30.8449,CFU/mL,Unknown,Brown C.,8.0,4.49,Unknown
SMPL-02343,Sour Cream,Dairy Product,Marseille,2021-11-20,575.38,27.1681,mg/L,Non-Compliant,Dupont A.,2.0,5.57,BATCH-5762
SMPL-02344,Orange Juice,Pharmaceutical,Toulouse,2022-06-04,86.91,21.2345,ppm,Non-Compliant,Miller S.,3.0,5.28,BATCH-6613
